id,год,месяц,день,погодное условие,направление ветра,скорость ветра (м/с),давление (мм рт. ст.),влажность (%),видимость (мм),луна,осадки (мм),температура днем,температура ночью,url
210,2018,1,9,пасмурно,юго-восточный,6,760,84,10.0,убывающая,0.0,-16,-18,https://pogoda1.ru/samburg/09-01-2018/
211,2018,1,10,снег,юго-восточный,6,760,82,10.0,убывающая,0.1,-16,-12,https://pogoda1.ru/samburg/10-01-2018/
212,2018,1,11,ясно,северо-восточный,4,765,86,10.0,убывающая,0.1,-16,-14,https://pogoda1.ru/samburg/11-01-2018/
213,2018,1,12,ясно,северо-западный,5,766,78,10.0,убывающая,0.1,-19,-19,https://pogoda1.ru/samburg/12-01-2018/
214,2018,1,13,ясно,северо-западный,3,758,73,10.0,убывающая,1.0,-20,-11,https://pogoda1.ru/samburg/13-01-2018/
215,2018,1,14,ясно,северо-западный,5,764,70,10.0,убывающая,0.1,-23,-21,https://pogoda1.ru/samburg/14-01-2018/
216,2018,1,15,снег,южный,5,759,83,10.0,убывающая,0.4,-31,-20,https://pogoda1.ru/samburg/15-01-2018/
217,2018,1,17,ясно,северо-западный,4,772,52,10.0,новолуние,0.0,-29,-31,https://pogoda1.ru/samburg/17-01-2018/
218,2018,1,18,ясно,северо-западный,2,783,91,10.0,растущая,0.0,-38,-39,https://pogoda1.ru/samburg/18-01-2018/
219,2018,1,19,ясно,восточный,1,792,0,10.0,растущая,0.0,-43,-43,https://pogoda1.ru/samburg/19-01-2018/
220,2018,1,20,облачно,северо-восточный,1,800,100,10.0,растущая,0.0,-46,-46,https://pogoda1.ru/samburg/20-01-2018/
221,2018,1,21,ясно,восточный,1,806,0,10.0,растущая,0.0,-45,-46,https://pogoda1.ru/samburg/21-01-2018/
222,2018,1,22,пасмурно,юго-западный,1,803,52,10.0,растущая,0.0,-46,-44,https://pogoda1.ru/samburg/22-01-2018/
223,2018,1,23,пасмурно,западный,3,800,72,10.0,растущая,0.0,-30,-30,https://pogoda1.ru/samburg/23-01-2018/
224,2018,1,24,ясно,юго-восточный,1,800,68,10.0,растущая,0.0,-37,-37,https://pogoda1.ru/samburg/24-01-2018/
225,2018,1,25,ясно,южный,5,798,57,10.0,растущая,0.0,-32,-32,https://pogoda1.ru/samburg/25-01-2018/
226,2018,1,26,ясно,южный,8,789,74,10.0,растущая,0.0,-26,-25,https://pogoda1.ru/samburg/26-01-2018/
227,2018,1,27,пасмурно,юго-западный,7,773,85,10.0,растущая,0.0,-19,-15,https://pogoda1.ru/samburg/27-01-2018/
228,2018,1,28,пасмурно,юго-западный,6,768,87,10.0,растущая,0.0,-8,-7,https://pogoda1.ru/samburg/28-01-2018/
229,2018,1,29,пасмурно,южный,2,764,92,10.0,растущая,0.0,-11,-11,https://pogoda1.ru/samburg/29-01-2018/
230,2018,1,30,ясно,юго-западный,5,773,83,10.0,растущая,0.0,-12,-12,https://pogoda1.ru/samburg/30-01-2018/
231,2018,1,31,пасмурно,южный,5,774,85,10.0,полнолуние,0.0,-16,-16,https://pogoda1.ru/samburg/31-01-2018/
232,2018,2,1,малооблачно,южный,2,778,69,10.0,убывающая,0.0,-17,-18,https://pogoda1.ru/samburg/01-02-2018/
233,2018,2,2,пасмурно,южный,4,778,76,10.0,убывающая,0.0,-18,-17,https://pogoda1.ru/samburg/02-02-2018/
234,2018,2,3,малооблачно,юго-западный,2,777,80,10.0,убывающая,0.0,-20,-20,https://pogoda1.ru/samburg/03-02-2018/
235,2018,2,4,малооблачно,южный,4,783,70,10.0,убывающая,0.0,-28,-27,https://pogoda1.ru/samburg/04-02-2018/
236,2018,2,5,пасмурно,южный,7,774,84,10.0,убывающая,0.0,-18,-15,https://pogoda1.ru/samburg/05-02-2018/
237,2018,2,6,пасмурно,северо-западный,5,780,78,10.0,убывающая,0.0,-13,-19,https://pogoda1.ru/samburg/06-02-2018/
238,2018,2,7,пасмурно,западный,7,784,86,10.0,убывающая,0.0,-21,-16,https://pogoda1.ru/samburg/07-02-2018/
239,2018,2,8,малооблачно,западный,5,787,86,10.0,убывающая,0.0,-15,-15,https://pogoda1.ru/samburg/08-02-2018/
240,2018,2,9,пасмурно,южный,5,786,80,10.0,убывающая,0.0,-19,-15,https://pogoda1.ru/samburg/09-02-2018/
241,2018,2,10,пасмурно,западный,2,781,84,10.0,убывающая,0.0,-13,-14,https://pogoda1.ru/samburg/10-02-2018/
242,2018,2,11,пасмурно,юго-западный,2,785,86,10.0,убывающая,0.0,-16,-16,https://pogoda1.ru/samburg/11-02-2018/
243,2018,2,12,пасмурно,юго-западный,3,785,83,10.0,убывающая,0.0,-18,-18,https://pogoda1.ru/samburg/12-02-2018/
244,2018,2,13,малооблачно,юго-западный,4,781,82,10.0,убывающая,0.0,-17,-17,https://pogoda1.ru/samburg/13-02-2018/
245,2018,2,14,малооблачно,южный,4,777,79,10.0,убывающая,0.0,-21,-20,https://pogoda1.ru/samburg/14-02-2018/
246,2018,2,15,пасмурно,юго-западный,2,775,86,10.0,убывающая,0.0,-19,-19,https://pogoda1.ru/samburg/15-02-2018/
247,2018,2,16,пасмурно,юго-западный,4,775,87,10.0,новолуние,0.0,-18,-15,https://pogoda1.ru/samburg/16-02-2018/
248,2018,2,17,пасмурно,юго-западный,4,773,90,10.0,растущая,0.0,-13,-13,https://pogoda1.ru/samburg/17-02-2018/
249,2018,2,18,пасмурно,южный,4,769,87,10.0,растущая,0.0,-13,-12,https://pogoda1.ru/samburg/18-02-2018/
250,2018,2,19,пасмурно,юго-западный,5,769,89,10.0,растущая,0.0,-12,-12,https://pogoda1.ru/samburg/19-02-2018/
251,2018,2,20,пасмурно,северо-западный,2,775,80,10.0,растущая,0.0,-16,-17,https://pogoda1.ru/samburg/20-02-2018/
252,2018,2,21,облачно,северо-восточный,3,778,74,10.0,растущая,0.0,-29,-29,https://pogoda1.ru/samburg/21-02-2018/
253,2018,2,22,ясно,северо-восточный,4,774,79,10.0,растущая,0.0,-31,-31,https://pogoda1.ru/samburg/22-02-2018/
254,2018,2,23,малооблачно,северный,2,770,91,10.0,растущая,0.0,-33,-32,https://pogoda1.ru/samburg/23-02-2018/
255,2018,2,24,малооблачно,северный,2,770,73,10.0,растущая,0.0,-34,-34,https://pogoda1.ru/samburg/24-02-2018/
256,2018,2,25,малооблачно,западный,2,779,82,10.0,растущая,0.0,-37,-37,https://pogoda1.ru/samburg/25-02-2018/
257,2018,2,26,малооблачно,западный,2,780,85,10.0,растущая,0.0,-33,-32,https://pogoda1.ru/samburg/26-02-2018/
258,2018,2,27,пасмурно,юго-восточный,2,780,85,10.0,растущая,0.0,-29,-30,https://pogoda1.ru/samburg/27-02-2018/
259,2018,2,28,облачно,южный,3,778,83,10.0,растущая,0.0,-35,-35,https://pogoda1.ru/samburg/28-02-2018/
260,2018,3,1,пасмурно,южный,9,757,68,10.0,растущая,0.0,-26,-23,https://pogoda1.ru/samburg/01-03-2018/
261,2018,3,2,пасмурно,западный,3,759,88,10.0,полнолуние,0.0,-17,-18,https://pogoda1.ru/samburg/02-03-2018/
262,2018,3,3,малооблачно,южный,4,765,83,10.0,убывающая,0.0,-19,-20,https://pogoda1.ru/samburg/03-03-2018/
263,2018,3,4,пасмурно,юго-восточный,4,768,86,10.0,убывающая,0.0,-17,-16,https://pogoda1.ru/samburg/04-03-2018/
264,2018,3,5,пасмурно,южный,3,768,88,10.0,убывающая,0.0,-13,-13,https://pogoda1.ru/samburg/05-03-2018/
265,2018,3,6,пасмурно,юго-восточный,6,764,89,10.0,убывающая,0.0,-11,-11,https://pogoda1.ru/samburg/06-03-2018/
266,2018,3,7,пасмурно,восточный,8,748,92,10.0,убывающая,0.0,-6,-5,https://pogoda1.ru/samburg/07-03-2018/
267,2018,3,8,облачно,южный,3,759,86,10.0,убывающая,0.0,-11,-14,https://pogoda1.ru/samburg/08-03-2018/
268,2018,3,9,пасмурно,восточный,2,767,88,10.0,убывающая,0.0,-17,-17,https://pogoda1.ru/samburg/09-03-2018/
269,2018,3,10,пасмурно,юго-западный,2,769,89,10.0,убывающая,0.0,-19,-18,https://pogoda1.ru/samburg/10-03-2018/
270,2018,3,11,малооблачно,северо-западный,6,772,79,10.0,убывающая,0.0,-22,-23,https://pogoda1.ru/samburg/11-03-2018/
271,2018,3,12,пасмурно,южный,6,775,77,10.0,убывающая,0.0,-29,-31,https://pogoda1.ru/samburg/12-03-2018/
272,2018,3,13,пасмурно,юго-западный,5,768,90,10.0,убывающая,0.0,-15,-12,https://pogoda1.ru/samburg/13-03-2018/
273,2018,3,14,пасмурно,южный,5,766,81,10.0,убывающая,0.0,-12,-12,https://pogoda1.ru/samburg/14-03-2018/
274,2018,3,15,малооблачно,северо-западный,4,763,93,10.0,убывающая,0.0,-10,-10,https://pogoda1.ru/samburg/15-03-2018/
275,2018,3,16,пасмурно,северо-восточный,4,768,95,10.0,убывающая,0.0,-25,-24,https://pogoda1.ru/samburg/16-03-2018/
276,2018,3,17,пасмурно,восточный,5,769,89,10.0,новолуние,0.0,-24,-22,https://pogoda1.ru/samburg/17-03-2018/
277,2018,3,18,пасмурно,южный,9,757,95,10.0,растущая,0.0,-7,-3,https://pogoda1.ru/samburg/18-03-2018/
278,2018,3,19,пасмурно,восточный,7,747,95,10.0,растущая,0.0,-14,-11,https://pogoda1.ru/samburg/19-03-2018/
279,2018,3,20,пасмурно,юго-западный,7,756,88,10.0,растущая,0.0,-13,-17,https://pogoda1.ru/samburg/20-03-2018/
280,2018,3,21,ясно,западный,4,762,86,10.0,растущая,0.0,-7,-15,https://pogoda1.ru/samburg/21-03-2018/
281,2018,3,22,ясно,западный,2,766,82,10.0,растущая,0.0,-27,-28,https://pogoda1.ru/samburg/22-03-2018/
282,2018,3,23,ясно,северный,4,760,76,10.0,растущая,0.0,-34,-31,https://pogoda1.ru/samburg/23-03-2018/
283,2018,3,24,облачно,северо-восточный,2,759,87,10.0,растущая,0.0,-35,-32,https://pogoda1.ru/samburg/24-03-2018/
284,2018,3,25,пасмурно,южный,2,757,89,10.0,растущая,0.0,-28,-28,https://pogoda1.ru/samburg/25-03-2018/
285,2018,3,26,пасмурно,юго-западный,3,752,94,10.0,растущая,0.0,-17,-16,https://pogoda1.ru/samburg/26-03-2018/
286,2018,3,27,малооблачно,юго-западный,9,746,88,10.0,растущая,0.0,-8,-6,https://pogoda1.ru/samburg/27-03-2018/
287,2018,3,28,ясно,западный,5,764,88,10.0,растущая,0.0,-22,-24,https://pogoda1.ru/samburg/28-03-2018/
288,2018,3,29,пасмурно,восточный,6,763,80,10.0,растущая,0.0,-25,-23,https://pogoda1.ru/samburg/29-03-2018/
289,2018,3,30,пасмурно,северо-западный,9,752,89,10.0,растущая,0.0,-14,-16,https://pogoda1.ru/samburg/30-03-2018/
290,2018,3,31,малооблачно,северо-западный,6,757,90,10.0,полнолуние,0.0,-21,-20,https://pogoda1.ru/samburg/31-03-2018/
291,2018,4,1,малооблачно,западный,6,767,82,10.0,убывающая,0.0,-17,-18,https://pogoda1.ru/samburg/01-04-2018/
292,2018,4,2,облачно,западный,3,768,99,10.0,убывающая,0.0,-14,-14,https://pogoda1.ru/samburg/02-04-2018/
293,2018,4,3,малооблачно,северо-западный,7,775,89,10.0,убывающая,0.0,-21,-19,https://pogoda1.ru/samburg/03-04-2018/
294,2018,4,4,пасмурно,южный,8,768,91,10.0,убывающая,0.0,-22,-14,https://pogoda1.ru/samburg/04-04-2018/
295,2018,4,5,пасмурно,юго-западный,7,761,98,10.0,убывающая,0.5,0,1,https://pogoda1.ru/samburg/05-04-2018/
296,2018,4,6,пасмурно,северный,4,772,100,10.0,убывающая,0.0,-6,-10,https://pogoda1.ru/samburg/06-04-2018/
297,2018,4,7,ясно,восточный,2,772,94,10.0,убывающая,0.0,-17,-18,https://pogoda1.ru/samburg/07-04-2018/
298,2018,4,8,ясно,юго-восточный,3,769,97,10.0,убывающая,0.0,-16,-11,https://pogoda1.ru/samburg/08-04-2018/
299,2018,4,9,облачно,восточный,3,767,98,10.0,убывающая,0.0,-11,-8,https://pogoda1.ru/samburg/09-04-2018/
300,2018,4,10,ясно,северо-восточный,2,765,99,10.0,убывающая,0.0,-14,-10,https://pogoda1.ru/samburg/10-04-2018/
301,2018,4,11,малооблачно,юго-восточный,7,757,97,10.0,убывающая,0.0,-13,-5,https://pogoda1.ru/samburg/11-04-2018/
302,2018,4,12,пасмурно,южный,7,755,99,10.0,убывающая,0.0,-4,-5,https://pogoda1.ru/samburg/12-04-2018/
303,2018,4,13,пасмурно,юго-западный,7,757,92,10.0,убывающая,0.0,-7,-7,https://pogoda1.ru/samburg/13-04-2018/
304,2018,4,14,пасмурно,западный,6,755,95,10.0,убывающая,0.0,-10,-10,https://pogoda1.ru/samburg/14-04-2018/
305,2018,4,15,пасмурно,юго-западный,7,746,95,10.0,убывающая,0.0,-3,-3,https://pogoda1.ru/samburg/15-04-2018/
306,2018,4,16,малооблачно,западный,4,756,93,10.0,новолуние,0.0,-14,-13,https://pogoda1.ru/samburg/16-04-2018/
307,2018,4,17,пасмурно,северо-западный,5,763,91,10.0,растущая,0.0,-16,-15,https://pogoda1.ru/samburg/17-04-2018/
308,2018,4,18,облачно,юго-западный,7,766,88,10.0,растущая,0.0,-16,-14,https://pogoda1.ru/samburg/18-04-2018/
309,2018,4,19,пасмурно,южный,7,754,97,10.0,растущая,0.0,-8,-6,https://pogoda1.ru/samburg/19-04-2018/
310,2018,4,20,ясно,юго-западный,3,755,100,10.0,растущая,0.0,-14,-9,https://pogoda1.ru/samburg/20-04-2018/
311,2018,4,21,малооблачно,юго-западный,4,755,98,10.0,растущая,0.0,-11,-10,https://pogoda1.ru/samburg/21-04-2018/
312,2018,4,22,ясно,юго-западный,4,760,99,10.0,растущая,0.0,-16,-13,https://pogoda1.ru/samburg/22-04-2018/
313,2018,4,23,малооблачно,юго-западный,2,771,100,10.0,растущая,0.0,-12,-9,https://pogoda1.ru/samburg/23-04-2018/
314,2018,4,24,пасмурно,юго-восточный,7,764,96,10.0,растущая,0.0,-10,-6,https://pogoda1.ru/samburg/24-04-2018/
315,2018,4,25,пасмурно,северный,7,754,98,10.0,растущая,0.0,-2,-2,https://pogoda1.ru/samburg/25-04-2018/
316,2018,4,26,малооблачно,северо-западный,3,763,100,10.0,растущая,0.0,-7,-8,https://pogoda1.ru/samburg/26-04-2018/
317,2018,4,27,ясно,юго-западный,4,767,100,10.0,растущая,0.0,-8,-4,https://pogoda1.ru/samburg/27-04-2018/
318,2018,4,28,малооблачно,южный,5,767,98,10.0,растущая,0.0,-4,-1,https://pogoda1.ru/samburg/28-04-2018/
319,2018,4,29,малооблачно,юго-восточный,4,762,99,10.0,растущая,0.0,0,1,https://pogoda1.ru/samburg/29-04-2018/
320,2018,4,30,дождь,юго-восточный,3,748,100,10.0,полнолуние,13.4,2,2,https://pogoda1.ru/samburg/30-04-2018/
321,2018,5,1,ясно,северо-западный,5,763,97,10.0,убывающая,0.0,-10,-10,https://pogoda1.ru/samburg/01-05-2018/
322,2018,5,2,пасмурно,западный,6,764,99,10.0,убывающая,0.0,-6,-3,https://pogoda1.ru/samburg/02-05-2018/
323,2018,5,3,малооблачно,западный,6,772,93,10.0,убывающая,0.0,-12,-11,https://pogoda1.ru/samburg/03-05-2018/
324,2018,5,4,пасмурно,западный,6,770,97,10.0,убывающая,0.0,-14,-9,https://pogoda1.ru/samburg/04-05-2018/
325,2018,5,5,малооблачно,северо-западный,8,766,93,10.0,убывающая,0.0,-9,-8,https://pogoda1.ru/samburg/05-05-2018/
326,2018,5,6,ясно,северо-западный,7,767,93,10.0,убывающая,0.0,-13,-11,https://pogoda1.ru/samburg/06-05-2018/
327,2018,5,7,пасмурно,северо-западный,5,765,97,10.0,убывающая,0.0,-14,-8,https://pogoda1.ru/samburg/07-05-2018/
328,2018,5,8,пасмурно,северо-западный,2,769,100,10.0,убывающая,0.0,-14,-10,https://pogoda1.ru/samburg/08-05-2018/
329,2018,5,9,облачно,северный,2,774,100,10.0,убывающая,0.0,-17,-11,https://pogoda1.ru/samburg/09-05-2018/
330,2018,5,10,ясно,южный,2,777,100,10.0,убывающая,0.0,-16,-7,https://pogoda1.ru/samburg/10-05-2018/
331,2018,5,11,пасмурно,южный,4,762,97,10.0,убывающая,0.0,-7,0,https://pogoda1.ru/samburg/11-05-2018/
332,2018,5,12,пасмурно,северо-восточный,5,760,100,10.0,убывающая,0.2,-2,2,https://pogoda1.ru/samburg/12-05-2018/
333,2018,5,13,пасмурно,западный,4,763,100,10.0,убывающая,0.0,-5,-6,https://pogoda1.ru/samburg/13-05-2018/
334,2018,5,14,пасмурно,восточный,5,756,100,10.0,убывающая,0.0,-2,0,https://pogoda1.ru/samburg/14-05-2018/
335,2018,5,15,пасмурно,северный,5,761,100,10.0,новолуние,0.0,-2,-4,https://pogoda1.ru/samburg/15-05-2018/
336,2018,5,16,облачно,северо-западный,6,766,99,10.0,растущая,0.0,-10,-8,https://pogoda1.ru/samburg/16-05-2018/
337,2018,5,17,облачно,западный,3,764,100,10.0,растущая,0.0,-15,-10,https://pogoda1.ru/samburg/17-05-2018/
338,2018,5,18,облачно,юго-западный,3,768,100,10.0,растущая,0.0,-14,-7,https://pogoda1.ru/samburg/18-05-2018/
339,2018,5,19,облачно,северо-западный,4,772,100,10.0,растущая,0.0,-5,-5,https://pogoda1.ru/samburg/19-05-2018/
